scenario,GID_2,cropping_year,yield_meher_maize,yield_meher_wheat,yield_meher_teff,yield_meher_sorghum,yield_meher_barley,yield_belg_maize,yield_belg_wheat,yield_belg_teff,yield_belg_sorghum,yield_belg_barley,rel_anomaly_yield_meher_maize,rel_anomaly_yield_meher_wheat,rel_anomaly_yield_meher_teff,rel_anomaly_yield_meher_sorghum,rel_anomaly_yield_meher_barley,rel_anomaly_yield_belg_maize,rel_anomaly_yield_belg_wheat,rel_anomaly_yield_belg_teff,rel_anomaly_yield_belg_sorghum,rel_anomaly_yield_belg_barley
S0_BASE_bs00_E33,ETH.8.7,2018,59.77,16.97,18.88,41.34,27.02,61.32,45.64,18.58,45.75,40.42,31.41,121.53,54.35,24.80,31.23,8.88,21.42,33.87,22.10,12.89
S0_BASE_bs00_E34,ETH.8.7,2018,63.24,18.16,19.12,41.36,30.51,62.34,45.76,19.93,46.48,40.62,39.04,137.05,56.33,24.88,48.16,10.68,21.74,43.59,24.06,13.47
S0_BASE_bs00_E01,ETH.8.8,2018,50.62,23.29,7.03,26.02,25.39,51.11,33.17,7.18,24.44,27.87,-2.11,-16.50,-19.14,-4.40,14.98,2.30,2.51,-39.63,-4.44,4.68
S0_BASE_bs00_E02,ETH.8.8,2018,55.60,27.56,7.31,27.52,25.63,49.92,33.65,9.59,24.66,27.74,7.53,-1.20,-16.00,1.10,16.06,-0.08,3.98,-19.38,-3.60,4.20
S0_BASE_bs00_E03,ETH.8.8,2018,55.49,29.17,7.01,27.54,25.40,55.14,32.44,9.78,25.98,27.58,7.30,4.58,-19.42,1.18,15.03,10.37,0.25,-17.71,1.56,3.62
S0_BASE_bs00_E04,ETH.8.8,2018,54.74,25.55,7.63,27.12,25.34,53.58,34.61,8.49,24.47,28.63,5.87,-8.41,-12.35,-0.35,14.75,7.25,6.95,-28.61,-4.34,7.55
S0_BASE_bs00_E05,ETH.8.8,2018,51.49,24.53,7.16,26.74,24.95,51.01,34.46,9.22,23.83,28.02,-0.42,-12.05,-17.65,-1.76,13.01,2.10,6.47,-22.45,-6.86,5.24
S0_BASE_bs00_E06,ETH.8.8,2018,56.96,26.54,7.36,28.43,24.94,56.45,34.84,10.50,25.82,28.51,10.15,-4.85,-15.45,4.45,12.94,12.99,7.67,-11.65,0.94,7.09
S0_BASE_bs00_E07,ETH.8.8,2018,49.97,27.07,7.41,28.20,25.46,56.61,33.48,10.34,24.70,27.83,-3.36,-2.94,-14.84,3.61,15.29,13.30,3.46,-13.02,-3.46,4.56
S0_BASE_bs00_E08,ETH.8.8,2018,51.17,26.09,6.78,27.12,25.68,51.20,32.47,8.76,23.88,26.85,-1.05,-6.45,-22.03,-0.37,16.30,2.48,0.34,-26.33,-6.66,0.88
S0_BASE_bs00_E09,ETH.8.8,2018,57.42,31.47,9.88,30.11,26.03,57.05,34.63,12.08,27.32,28.67,11.04,12.83,13.60,10.62,17.89,14.19,7.03,1.59,6.80,7.69
S0_BASE_bs00_E10,ETH.8.8,2018,51.93,27.20,8.07,27.91,25.75,51.75,33.93,9.51,24.24,28.50,0.42,-2.48,-7.25,2.54,16.61,3.59,4.85,-20.00,-5.24,7.07
S0_BASE_bs00_E11,ETH.8.8,2018,51.21,26.38,5.28,28.13,25.08,49.97,33.84,11.10,24.52,28.14,-0.96,-5.40,-39.32,3.35,13.59,0.02,4.57,-6.66,-4.15,5.71
S0_BASE_bs00_E12,ETH.8.8,2018,54.49,27.69,7.45,26.61,25.35,53.47,33.88,8.80,24.35,27.63,5.38,-0.73,-14.36,-2.22,14.82,7.02,4.69,-25.98,-4.79,3.80
S0_BASE_bs00_E13,ETH.8.8,2018,57.58,29.28,7.65,28.90,24.08,52.36,33.52,9.91,26.33,27.91,11.36,4.97,-12.08,6.18,9.04,4.80,3.58,-16.64,2.94,4.83
S0_BASE_bs00_E14,ETH.8.8,2018,60.48,29.24,7.60,27.89,25.40,58.01,31.09,10.30,27.13,25.77,16.95,4.85,-12.70,2.47,15.02,16.11,-3.91,-13.37,6.07,-3.20
S0_BASE_bs00_E15,ETH.8.8,2018,57.42,27.93,8.81,27.70,25.14,58.15,25.06,11.41,26.26,24.25,11.03,0.15,1.21,1.75,13.84,16.39,-22.55,-4.05,2.65,-8.91
S0_BASE_bs00_E16,ETH.8.8,2018,57.94,30.31,8.20,28.93,24.83,56.09,32.74,11.13,26.52,27.24,12.05,8.66,-5.78,6.27,12.45,12.28,1.17,-6.43,3.67,2.32
S0_BASE_bs00_E17,ETH.8.8,2018,53.14,28.07,6.98,27.99,25.40,55.27,33.25,10.17,24.96,27.32,2.76,0.65,-19.80,2.83,15.03,10.62,2.74,-14.46,-2.43,2.64
S0_BASE_bs00_E18,ETH.8.8,2018,55.86,27.98,7.36,26.77,25.69,55.64,34.78,8.48,25.46,28.33,8.03,0.32,-15.36,-1.66,16.35,11.37,7.48,-28.70,-0.48,6.41
S0_BASE_bs00_E19,ETH.8.8,2018,57.71,28.74,5.05,28.06,24.97,54.01,35.08,10.40,26.32,29.26,11.61,3.07,-41.94,3.08,13.07,8.12,8.42,-12.51,2.89,9.92
S0_BASE_bs00_E20,ETH.8.8,2018,52.64,25.82,8.30,26.35,25.42,51.93,33.50,7.22,24.76,27.81,1.79,-7.42,-4.57,-3.18,15.14,3.95,3.51,-39.26,-3.21,4.48
S0_BASE_bs00_E21,ETH.8.8,2018,53.79,31.99,8.37,30.10,24.41,56.63,35.15,9.34,28.75,28.84,4.03,14.69,-3.80,10.58,10.54,13.36,8.63,-21.43,12.40,8.35
S0_BASE_bs00_E22,ETH.8.8,2018,56.40,28.27,6.20,29.92,25.50,56.34,34.26,10.47,26.17,28.41,9.07,1.38,-28.75,9.93,15.50,12.78,5.86,-11.96,2.31,6.72
S0_BASE_bs00_E23,ETH.8.8,2018,56.89,29.80,5.48,30.01,24.46,55.29,35.02,10.62,26.57,28.86,10.01,6.84,-36.98,10.26,10.77,10.67,8.22,-10.71,3.89,8.42
S0_BASE_bs00_E24,ETH.8.8,2018,52.85,29.91,3.73,31.83,23.64,54.08,34.65,10.32,26.34,28.94,2.20,7.26,-57.08,16.93,7.08,8.26,7.09,-13.16,2.97,8.73
S0_BASE_bs00_E25,ETH.8.8,2018,55.82,30.31,5.33,30.58,25.64,56.41,34.66,11.21,27.81,28.86,7.94,8.66,-38.72,12.33,16.11,12.91,7.10,-5.69,8.73,8.40
S0_BASE_bs00_E26,ETH.8.8,2018,54.35,29.59,6.74,29.85,25.60,54.47,35.76,10.83,27.73,29.80,5.11,6.10,-22.49,9.65,15.96,9.03,10.51,-8.89,8.39,11.94
S0_BASE_bs00_E27,ETH.8.8,2018,56.40,31.67,4.07,31.34,24.91,54.73,34.50,11.58,28.27,29.32,9.07,13.54,-53.21,15.12,12.81,9.55,6.62,-2.62,10.50,10.15
S0_BASE_bs00_E28,ETH.8.8,2018,57.72,29.99,4.13,31.85,24.65,55.88,34.10,12.33,28.38,28.71,11.63,7.54,-52.48,17.01,11.62,11.84,5.38,3.74,10.94,7.85
S0_BASE_bs00_E29,ETH.8.8,2018,58.04,31.61,7.00,31.13,24.37,54.81,35.19,11.75,29.47,29.90,12.25,13.32,-19.48,14.35,10.37,9.70,8.75,-1.15,15.22,12.33
S0_BASE_bs00_E30,ETH.8.8,2018,57.03,28.01,5.63,27.87,25.46,54.27,34.20,10.33,26.40,28.55,10.28,0.42,-35.29,2.39,15.29,8.62,5.67,-13.14,3.19,7.25
S0_BASE_bs00_E31,ETH.8.8,2018,54.57,30.37,7.68,29.82,25.75,54.40,33.33,10.43,27.88,28.04,5.54,8.91,-11.78,9.55,16.64,8.88,3.00,-12.32,8.99,5.35
S0_BASE_bs00_E32,ETH.8.8,2018,57.79,30.37,5.59,30.41,25.07,55.88,34.92,11.08,28.62,29.04,11.75,8.89,-35.70,11.70,13.53,11.84,7.92,-6.79,11.89,9.09
S0_BASE_bs00_E33,ETH.8.8,2018,55.36,29.36,3.72,30.45,25.29,51.90,34.84,8.96,26.94,28.53,7.06,5.28,-57.24,11.85,14.54,3.88,7.67,-24.60,5.33,7.19
S0_BASE_bs00_E34,ETH.8.8,2018,54.38,30.40,4.43,29.71,24.82,54.49,33.77,10.59,27.26,27.84,5.17,9.00,-49.09,9.14,12.42,9.07,4.36,-10.93,6.58,4.58
S0_BASE_bs00_E01,ETH.8.9,2018,55.16,20.19,18.14,2.17,26.36,65.11,30.69,17.79,46.24,27.83,-2.21,89.44,0.96,-76.36,10.93,7.60,44.37,-13.18,124.34,-1.40
S0_BASE_bs00_E02,ETH.8.9,2018,60.75,31.88,20.48,4.69,35.03,61.83,13.40,22.11,47.40,26.54,7.69,199.07,13.99,-48.89,47.45,2.19,-36.95,7.89,130.01,-6.00
S0_BASE_bs00_E03,ETH.8.9,2018,57.47,20.37,19.13,2.73,31.49,64.18,29.13,9.31,21.25,24.94,1.88,91.11,6.43,-70.26,32.53,6.07,37.04,-54.58,3.09,-11.64
S0_BASE_bs00_E04,ETH.8.9,2018,55.02,25.79,18.67,0.55,37.15,61.77,31.67,18.88,20.67,31.30,-2.47,141.92,3.88,-93.95,56.34,2.08,48.94,-7.86,0.29,10.89
S0_BASE_bs00_E05,ETH.8.9,2018,56.31,8.36,15.88,2.92,27.75,61.30,32.44,20.90,46.05,31.49,-0.17,-21.57,-11.63,-68.11,16.81,1.31,52.60,2.01,123.43,11.55
S0_BASE_bs00_E06,ETH.8.9,2018,49.01,33.28,18.94,4.88,31.32,64.65,32.87,21.75,49.82,24.61,-13.13,212.20,5.40,-46.74,31.82,6.85,54.61,6.15,141.74,-12.83
S0_BASE_bs00_E07,ETH.8.9,2018,61.49,30.51,18.97,3.45,30.14,60.53,10.02,21.82,46.98,22.23,9.00,186.20,5.55,-62.38,26.87,0.04,-52.86,6.50,127.97,-21.25
S0_BASE_bs00_E08,ETH.8.9,2018,58.77,26.48,19.40,3.03,35.09,58.91,8.19,23.00,46.65,26.02,4.19,148.43,7.94,-66.98,47.69,-2.64,-61.47,12.26,126.35,-7.84
S0_BASE_bs00_E09,ETH.8.9,2018,62.85,30.29,19.89,17.56,36.45,68.32,8.20,20.48,52.03,27.79,11.41,184.11,10.68,91.51,53.40,12.90,-61.43,-0.07,152.45,-1.55
S0_BASE_bs00_E10,ETH.8.9,2018,56.82,8.78,18.31,3.16,31.75,64.90,33.01,9.02,48.53,27.08,0.74,-17.64,1.91,-65.50,33.64,7.25,55.27,-55.98,135.46,-4.07
S0_BASE_bs00_E11,ETH.8.9,2018,59.80,28.27,19.48,5.35,29.13,58.64,11.31,21.59,20.35,24.54,6.01,165.16,8.41,-41.67,22.61,-3.10,-46.81,5.37,-1.26,-13.05
S0_BASE_bs00_E12,ETH.8.9,2018,59.69,24.88,15.97,1.04,26.99,61.93,12.58,22.08,47.34,24.99,5.81,133.44,-11.13,-88.70,13.61,2.35,-40.84,7.74,129.72,-11.49
S0_BASE_bs00_E13,ETH.8.9,2018,59.41,27.32,20.15,3.90,32.95,66.04,11.56,21.89,14.57,24.08,5.31,156.28,12.11,-57.42,38.67,9.14,-45.62,6.81,-29.31,-14.68
S0_BASE_bs00_E14,ETH.8.9,2018,55.21,27.69,21.61,4.15,31.19,60.68,7.07,21.53,45.71,23.42,-2.12,159.76,20.25,-54.71,31.29,0.29,-66.72,5.06,121.81,-17.05
S0_BASE_bs00_E15,ETH.8.9,2018,54.30,8.21,21.53,4.86,31.18,63.65,4.36,8.65,46.04,5.06,-3.73,-22.96,19.81,-47.05,31.24,5.18,-79.49,-57.78,123.38,-82.06
S0_BASE_bs00_E16,ETH.8.9,2018,57.06,24.11,22.21,4.35,32.66,70.19,4.24,8.68,19.15,20.81,1.16,126.14,23.59,-52.61,37.46,16.00,-80.07,-57.62,-7.07,-26.28
S0_BASE_bs00_E17,ETH.8.9,2018,60.29,30.92,21.11,4.70,31.65,63.21,7.96,22.20,47.65,21.54,6.88,190.04,17.45,-48.77,33.22,4.47,-62.58,8.33,131.20,-23.70
S0_BASE_bs00_E18,ETH.8.9,2018,49.58,25.86,18.83,3.59,28.56,62.62,30.56,22.58,48.50,22.94,-12.11,142.61,4.79,-60.84,20.19,3.49,43.75,10.18,135.32,-18.73
S0_BASE_bs00_E19,ETH.8.9,2018,61.99,34.85,20.37,35.75,37.68,63.02,31.74,22.10,50.64,30.24,9.90,226.93,13.37,289.84,58.57,4.14,49.30,7.86,145.72,7.13
S0_BASE_bs00_E20,ETH.8.9,2018,57.69,27.33,19.75,3.96,28.89,65.24,13.61,20.90,47.06,24.44,2.28,156.39,9.89,-56.82,21.61,7.82,-35.97,2.01,128.33,-13.44
S0_BASE_bs00_E21,ETH.8.9,2018,63.20,33.85,20.22,10.68,31.54,66.65,32.70,23.25,50.30,28.01,12.04,217.55,12.51,16.41,32.74,10.15,53.80,13.49,144.06,-0.78
S0_BASE_bs00_E22,ETH.8.9,2018,49.62,30.25,21.06,10.75,30.26,66.50,31.69,22.83,51.61,27.60,-12.05,183.80,17.19,17.26,27.34,9.90,49.07,11.40,150.41,-2.22
S0_BASE_bs00_E23,ETH.8.9,2018,61.35,36.46,19.79,32.94,39.99,67.70,30.68,23.35,47.96,27.08,8.75,242.03,10.15,259.22,68.29,11.88,44.33,13.96,132.69,-4.07
S0_BASE_bs00_E24,ETH.8.9,2018,65.08,34.51,22.64,11.79,38.15,64.84,30.00,22.94,50.91,29.60,15.37,223.77,25.99,28.55,60.55,7.16,41.11,11.95,147.00,4.86
S0_BASE_bs00_E25,ETH.8.9,2018,64.95,36.05,20.89,43.88,40.28,64.86,30.40,23.55,50.90,26.32,15.13,238.16,16.26,378.47,69.52,7.18,42.99,14.93,146.98,-6.78
S0_BASE_bs00_E26,ETH.8.9,2018,63.33,35.21,22.13,13.12,36.87,66.41,30.86,23.31,48.61,28.55,12.26,230.26,23.16,43.04,55.17,9.76,45.17,13.79,135.85,1.13
S0_BASE_bs00_E27,ETH.8.9,2018,62.21,32.85,21.42,9.00,37.68,65.70,13.66,21.90,48.96,25.76,10.28,208.19,19.17,-1.88,58.58,8.58,-35.74,6.86,137.57,-8.75
S0_BASE_bs00_E28,ETH.8.9,2018,61.72,34.09,20.40,37.87,32.49,71.43,29.61,23.22,48.51,25.76,9.42,219.76,13.54,312.93,36.76,18.04,39.26,13.34,135.39,-8.74
S0_BASE_bs00_E29,ETH.8.9,2018,63.49,32.47,19.11,32.30,35.87,60.85,29.58,23.05,51.22,25.50,12.55,204.60,6.37,252.24,50.98,0.56,39.13,12.50,148.54,-9.65
S0_BASE_bs00_E30,ETH.8.9,2018,59.31,29.51,16.68,3.66,27.49,64.77,33.50,22.27,50.31,29.32,5.14,176.87,-7.17,-60.06,15.71,7.03,57.56,8.68,144.08,3.86
S0_BASE_bs00_E31,ETH.8.9,2018,62.59,33.59,20.76,8.45,36.86,65.87,32.67,22.72,50.62,27.10,10.95,215.06,15.52,-7.84,55.15,8.85,53.68,10.87,145.62,-3.99
S0_BASE_bs00_E32,ETH.8.9,2018,62.93,38.56,22.16,40.41,43.23,63.32,7.00,22.61,49.24,27.75,11.56,261.77,23.30,340.67,81.94,4.64,-67.09,10.37,138.91,-1.70
S0_BASE_bs00_E33,ETH.8.9,2018,62.37,32.62,20.63,37.58,33.27,65.75,32.08,23.76,52.50,29.20,10.56,206.04,14.78,309.83,40.02,8.66,50.90,15.96,154.75,3.44
S0_BASE_bs00_E34,ETH.8.9,2018,63.43,34.31,20.95,37.13,36.80,65.81,32.84,23.78,51.64,28.27,12.45,221.83,16.60,304.86,54.90,8.77,54.49,16.04,150.57,0.13
